--time	Susceptibles	Exposed	Infected	Recovered	Deaths	
21.04	408017.2	193295.5	26365.71	128091.6	72.01188	
21.05	407626.1	193444.9	26399.01	128300	72.0119	
21.06	407235	193594.1	26432.3	128508.6	72.01192	
21.07	406844.1	193742.9	26465.59	128717.4	72.01194	
21.08	406453.2	193891.6	26498.89	128926.4	72.01197	
21.09	406062.4	194039.9	26532.18	129135.5	72.01199	
21.1	405671.6	194188	26565.47	129344.9	72.01201	
21.11	405281	194335.8	26598.76	129554.4	72.01203	
21.12	404890.4	194483.4	26632.05	129764.1	72.01205	
21.13	404499.9	194630.7	26665.34	129974	72.01208	
21.14	404109.5	194777.7	26698.63	130184.1	72.0121	
21.15	403719.2	194924.5	26731.91	130394.4	72.01212	
21.16	403328.9	195071	26765.2	130604.9	72.01214	
21.17	402938.8	195217.2	26798.48	130815.5	72.01216	
21.18	402548.7	195363.2	26831.77	131026.3	72.01219	
21.19	402158.7	195508.9	26865.05	131237.4	72.01221	
21.2	401768.8	195654.3	26898.33	131448.6	72.01223	
21.21	401379	195799.5	26931.6	131659.9	72.01225	
21.22	400989.2	195944.4	26964.88	131871.5	72.01228	
21.23	400599.6	196089	26998.15	132083.3	72.0123	
21.24	400210.1	196233.3	27031.42	132295.2	72.01232	
21.25	399820.6	196377.4	27064.69	132507.3	72.01234	
21.26	399431.3	196521.2	27097.96	132719.6	72.01237	
21.27	399042	196664.7	27131.22	132932.1	72.01239	
21.28	398652.8	196807.9	27164.48	133144.7	72.01241	
21.29	398263.8	196950.9	27197.74	133357.6	72.01243	
21.3	397874.8	197093.6	27230.99	133570.6	72.01246	
21.31	397485.9	197236	27264.25	133783.8	72.01248	
21.32	397097.2	197378.1	27297.5	133997.2	72.0125	
21.33	396708.5	197520	27330.74	134210.7	72.01252	
21.34	396319.9	197661.6	27363.98	134424.5	72.01255	
21.35	395931.5	197802.9	27397.22	134638.4	72.01257	
21.36	395543.1	197943.9	27430.46	134852.5	72.01259	
21.37	395154.8	198084.6	27463.69	135066.8	72.01262	
21.38	394766.7	198225.1	27496.91	135281.3	72.01264	
21.39	394378.6	198365.3	27530.14	135495.9	72.01266	
21.4	393990.7	198505.2	27563.36	135710.8	72.01268	
21.41	393602.9	198644.8	27596.57	135925.8	72.01271	
21.42	393215.2	198784.1	27629.78	136140.9	72.01273	
21.43	392827.6	198923.1	27662.99	136356.3	72.01275	
21.44	392440.1	199061.9	27696.19	136571.8	72.01278	
21.45	392052.7	199200.4	27729.39	136787.6	72.0128	
21.46	391665.4	199338.5	27762.58	137003.5	72.01282	
21.47	391278.3	199476.4	27795.76	137219.5	72.01284	
21.48	390891.2	199614	27828.95	137435.8	72.01287	
21.49	390504.3	199751.4	27862.12	137652.2	72.01289	
21.5	390117.5	199888.4	27895.29	137868.8	72.01291	
21.51	389730.8	200025.1	27928.46	138085.6	72.01294	
21.52	389344.2	200161.6	27961.62	138302.5	72.01296	
21.53	388957.8	200297.7	27994.77	138519.7	72.01298	
21.54	388571.5	200433.6	28027.92	138737	72.01301	
21.55	388185.3	200569.2	28061.07	138954.5	72.01303	
21.56	387799.2	200704.5	28094.2	139172.1	72.01305	
21.57	387413.2	200839.5	28127.33	139390	72.01308	
21.58	387027.4	200974.1	28160.46	139608	72.0131	
21.59	386641.7	201108.6	28193.58	139826.2	72.01312	
21.6	386256.1	201242.7	28226.69	140044.5	72.01315	
21.61	385870.7	201376.5	28259.79	140263	72.01317	
21.62	385485.4	201510	28292.89	140481.7	72.01319	
21.63	385100.2	201643.2	28325.98	140700.6	72.01322	
21.64	384715.1	201776.1	28359.07	140919.7	72.01324	
21.65	384330.2	201908.7	28392.15	141138.9	72.01326	
21.66	383945.4	202041.1	28425.22	141358.3	72.01329	
21.67	383560.7	202173.1	28458.28	141577.9	72.01331	
21.68	383176.2	202304.8	28491.34	141797.6	72.01333	
21.69	382791.8	202436.2	28524.38	142017.5	72.01336	
21.7	382407.6	202567.4	28557.43	142237.6	72.01338	
21.71	382023.5	202698.2	28590.46	142457.9	72.01341	
21.72	381639.5	202828.7	28623.48	142678.3	72.01343	
21.73	381255.7	202958.9	28656.5	142898.9	72.01345	
21.74	380872	203088.8	28689.51	143119.7	72.01348	
21.75	380488.4	203218.5	28722.51	143340.6	72.0135	
21.76	380105	203347.8	28755.5	143561.7	72.01352	
21.77	379721.7	203476.8	28788.48	143783	72.01355	
21.78	379338.6	203605.5	28821.46	144004.5	72.01357	
21.79	378955.6	203733.9	28854.43	144226.1	72.0136	
21.8	378572.8	203861.9	28887.38	144447.9	72.01362	
21.81	378190.1	203989.7	28920.33	144669.8	72.01364	
21.82	377807.6	204117.2	28953.27	144892	72.01367	
21.83	377425.2	204244.4	28986.2	145114.3	72.01369	
21.84	377042.9	204371.2	29019.12	145336.7	72.01372	
21.85	376660.8	204497.8	29052.03	145559.4	72.01374	
21.86	376278.9	204624	29084.93	145782.2	72.01376	
21.87	375897.1	204749.9	29117.83	146005.1	72.01379	
21.88	375515.5	204875.5	29150.71	146228.3	72.01381	
21.89	375134	205000.9	29183.58	146451.6	72.01384	
21.9	374752.7	205125.9	29216.44	146675	72.01386	
21.91	374371.5	205250.5	29249.3	146898.7	72.01389	
21.92	373990.5	205374.9	29282.14	147122.5	72.01391	
21.93	373609.6	205499	29314.97	147346.4	72.01393	
21.94	373228.9	205622.7	29347.79	147570.5	72.01396	
21.95	372848.4	205746.1	29380.6	147794.8	72.01398	
21.96	372468	205869.3	29413.4	148019.3	72.01401	
21.97	372087.8	205992.1	29446.19	148243.9	72.01403	
21.98	371707.8	206114.5	29478.97	148468.7	72.01406	
21.99	371327.9	206236.7	29511.73	148693.7	72.01408	
22	370948.1	206358.6	29544.49	148918.8	72.01411	
22.01	370568.6	206480.1	29577.23	149144.1	72.01413	
22.02	370189.2	206601.3	29609.96	149369.5	72.01415	
22.03	369809.9	206722.2	29642.69	149595.1	72.01418	
22.04	369430.9	206842.8	29675.39	149820.9	72.0142	
22.05	369052	206963.1	29708.09	150046.8	72.01423	
22.06	368673.3	207083	29740.78	150272.9	72.01425	
22.07	368294.7	207202.7	29773.45	150499.2	72.01428	
22.08	367916.3	207322	29806.11	150725.6	72.0143	
22.09	367538.1	207441	29838.76	150952.2	72.01433	
22.1	367160.1	207559.6	29871.4	151178.9	72.01435	
22.11	366782.2	207678	29904.02	151405.8	72.01438	
22.12	366404.5	207796	29936.63	151632.9	72.0144	
22.13	366027	207913.7	29969.23	151860.1	72.01443	
22.14	365649.6	208031.1	30001.82	152087.5	72.01445	
22.15	365272.5	208148.1	30034.39	152315	72.01448	
22.16	364895.5	208264.9	30066.95	152542.7	72.0145	
22.17	364518.7	208381.3	30099.5	152770.5	72.01453	
22.18	364142	208497.3	30132.03	152998.6	72.01455	
22.19	363765.6	208613.1	30164.55	153226.7	72.01458	
22.2	363389.3	208728.5	30197.06	153455.1	72.0146	
22.21	363013.2	208843.6	30229.55	153683.6	72.01463	
22.22	362637.3	208958.4	30262.03	153912.2	72.01465	
22.23	362261.6	209072.9	30294.49	154141	72.01468	
22.24	361886.1	209187	30326.94	154370	72.0147	
22.25	361510.7	209300.8	30359.38	154599.1	72.01473	
22.26	361135.5	209414.3	30391.8	154828.4	72.01475	
22.27	360760.6	209527.4	30424.21	155057.8	72.01478	
22.28	360385.8	209640.2	30456.6	155287.4	72.0148	
22.29	360011.2	209752.7	30488.98	155517.1	72.01483	
22.3	359636.7	209864.9	30521.35	155747	72.01485	
22.31	359262.5	209976.7	30553.7	155977.1	72.01488	
22.32	358888.5	210088.2	30586.03	156207.3	72.0149	
22.33	358514.6	210199.4	30618.35	156437.6	72.01493	
22.34	358141	210310.2	30650.65	156668.2	72.01495	
22.35	357767.5	210420.7	30682.94	156898.8	72.01498	
22.36	357394.3	210530.9	30715.21	157129.6	72.01501	
22.37	357021.2	210640.7	30747.47	157360.6	72.01503	
22.38	356648.3	210750.2	30779.71	157591.8	72.01506	
22.39	356275.6	210859.4	30811.94	157823	72.01508	
22.4	355903.1	210968.2	30844.15	158054.5	72.01511	
22.41	355530.9	211076.7	30876.34	158286	72.01513	
22.42	355158.8	211184.9	30908.52	158517.8	72.01516	
22.43	354786.9	211292.7	30940.68	158749.7	72.01518	
22.44	354415.2	211400.2	30972.83	158981.7	72.01521	
22.45	354043.7	211507.4	31004.96	159213.9	72.01524	
22.46	353672.4	211614.2	31037.07	159446.2	72.01526	
22.47	353301.3	211720.7	31069.16	159678.7	72.01529	
22.48	352930.5	211826.9	31101.24	159911.4	72.01531	
22.49	352559.8	211932.7	31133.3	160144.2	72.01534	
22.5	352189.3	212038.2	31165.35	160377.1	72.01537	
22.51	351819.1	212143.4	31197.37	160610.2	72.01539	
22.52	351449	212248.2	31229.38	160843.4	72.01542	
22.53	351079.2	212352.7	31261.38	161076.8	72.01544	
22.54	350709.5	212456.8	31293.35	161310.3	72.01547	
22.55	350340.1	212560.6	31325.31	161544	72.01549	
22.56	349970.9	212664.1	31357.25	161777.8	72.01552	
22.57	349601.8	212767.2	31389.17	162011.8	72.01555	
22.58	349233	212870	31421.07	162245.9	72.01557	
22.59	348864.4	212972.4	31452.96	162480.2	72.0156	
22.6	348496.1	213074.5	31484.83	162714.6	72.01563	
22.61	348127.9	213176.3	31516.67	162949.2	72.01565	
22.62	347759.9	213277.7	31548.5	163183.9	72.01568	
22.63	347392.2	213378.8	31580.32	163418.7	72.0157	
22.64	347024.7	213479.5	31612.11	163653.7	72.01573	
22.65	346657.4	213579.9	31643.88	163888.8	72.01576	
22.66	346290.3	213679.9	31675.64	164124.1	72.01578	
22.67	345923.4	213779.7	31707.37	164359.6	72.01581	
22.68	345556.7	213879	31739.09	164595.1	72.01583	
22.69	345190.3	213978.1	31770.79	164830.8	72.01586	
22.7	344824.1	214076.7	31802.47	165066.7	72.01589	
22.71	344458.1	214175.1	31834.13	165302.7	72.01591	
22.72	344092.3	214273.1	31865.77	165538.8	72.01594	
22.73	343726.8	214370.7	31897.39	165775.1	72.01597	
22.74	343361.4	214468	31928.99	166011.5	72.01599	
22.75	342996.3	214565	31960.57	166248.1	72.01602	
22.76	342631.4	214661.6	31992.13	166484.8	72.01605	
22.77	342266.8	214757.9	32023.67	166721.7	72.01607	
22.78	341902.3	214853.8	32055.18	166958.6	72.0161	
22.79	341538.1	214949.4	32086.68	167195.8	72.01613	
22.8	341174.1	215044.6	32118.16	167433	72.01615	
22.81	340810.4	215139.5	32149.62	167670.4	72.01618	
22.82	340446.9	215234.1	32181.06	167908	72.01621	
22.83	340083.6	215328.3	32212.47	168145.7	72.01623	
22.84	339720.5	215422.1	32243.87	168383.5	72.01626	
22.85	339357.6	215515.6	32275.24	168621.5	72.01629	
22.86	338995	215608.8	32306.59	168859.6	72.01631	
22.87	338632.7	215701.6	32337.93	169097.8	72.01634	
22.88	338270.5	215794.1	32369.24	169336.2	72.01637	
22.89	337908.6	215886.2	32400.53	169574.7	72.01639	
22.9	337546.9	215977.9	32431.79	169813.3	72.01642	
22.91	337185.5	216069.4	32463.04	170052.1	72.01645	
22.92	336824.3	216160.4	32494.26	170291	72.01647	
22.93	336463.3	216251.1	32525.46	170530.1	72.0165	
22.94	336102.5	216341.5	32556.64	170769.3	72.01653	
22.95	335742	216431.5	32587.8	171008.6	72.01656	
22.96	335381.8	216521.2	32618.93	171248.1	72.01658	
22.97	335021.7	216610.5	32650.05	171487.7	72.01661	
22.98	334661.9	216699.5	32681.14	171727.4	72.01664	
22.99	334302.4	216788.1	32712.2	171967.3	72.01666	
23	333943.1	216876.4	32743.25	172207.3	72.01669	
23.01	333584	216964.3	32774.27	172447.4	72.01672	
23.02	333225.2	217051.9	32805.27	172687.6	72.01675	
23.03	332866.6	217139.1	32836.24	172928	72.01677	
23.04	332508.2	217226	32867.2	173168.6	72.0168	
23.05	332150.1	217312.5	32898.13	173409.2	72.01683	
23.06	331792.3	217398.7	32929.03	173650	72.01685	
23.07	331434.7	217484.5	32959.91	173890.9	72.01688	
23.08	331077.3	217569.9	32990.77	174132	72.01691	
23.09	330720.2	217655	33021.61	174373.2	72.01694	
23.1	330363.3	217739.8	33052.42	174614.5	72.01696	
23.11	330006.7	217824.2	33083.21	174855.9	72.01699	
23.12	329650.3	217908.3	33113.97	175097.5	72.01702	
23.13	329294.1	217992	33144.71	175339.2	72.01705	
23.14	328938.2	218075.3	33175.42	175581	72.01707	
23.15	328582.6	218158.3	33206.11	175823	72.0171	
23.16	328227.2	218240.9	33236.78	176065.1	72.01713	
23.17	327872.1	218323.2	33267.42	176307.3	72.01716	
23.18	327517.2	218405.2	33298.04	176549.6	72.01718	
23.19	327162.5	218486.7	33328.63	176792.1	72.01721	
23.2	326808.2	218568	33359.19	177034.7	72.01724	
23.21	326454	218648.8	33389.73	177277.4	72.01727	
23.22	326100.1	218729.4	33420.25	177520.2	72.0173	
23.23	325746.5	218809.5	33450.74	177763.2	72.01732	
23.24	325393.2	218889.3	33481.21	178006.3	72.01735	
23.25	325040	218968.8	33511.65	178249.5	72.01738	
23.26	324687.2	219047.9	33542.06	178492.9	72.01741	
23.27	324334.6	219126.6	33572.45	178736.3	72.01743	
23.28	323982.2	219205	33602.82	178979.9	72.01746	
23.29	323630.1	219283.1	33633.15	179223.6	72.01749	
23.3	323278.3	219360.7	33663.46	179467.5	72.01752	
23.31	322926.7	219438.1	33693.75	179711.4	72.01755	
23.32	322575.4	219515	33724.01	179955.5	72.01757	
23.33	322224.4	219591.7	33754.24	180199.7	72.0176	
23.34	321873.6	219667.9	33784.45	180444.1	72.01763	
23.35	321523	219743.8	33814.63	180688.5	72.01766	
23.36	321172.7	219819.4	33844.78	180933.1	72.01769	
23.37	320822.7	219894.6	33874.91	181177.8	72.01771	
23.38	320473	219969.4	33905.01	181422.6	72.01774	
23.39	320123.5	220043.9	33935.08	181667.5	72.01777	
23.4	319774.3	220118	33965.13	181912.6	72.0178	
23.41	319425.3	220191.8	33995.14	182157.8	72.01783	
23.42	319076.6	220265.2	34025.13	182403.1	72.01785	
23.43	318728.2	220338.2	34055.1	182648.5	72.01788	
23.44	318380	220410.9	34085.03	182894	72.01791	
23.45	318032.1	220483.3	34114.94	183139.7	72.01794	
23.46	317684.5	220555.2	34144.82	183385.4	72.01797	
23.47	317337.1	220626.9	34174.68	183631.3	72.018	
23.48	316990	220698.1	34204.5	183877.3	72.01802	
23.49	316643.2	220769.1	34234.3	184123.4	72.01805	
23.5	316296.6	220839.6	34264.07	184369.7	72.01808	
23.51	315950.3	220909.8	34293.81	184616	72.01811	
23.52	315604.3	220979.7	34323.52	184862.5	72.01814	
23.53	315258.5	221049.1	34353.21	185109.1	72.01817	
23.54	314913.1	221118.3	34382.87	185355.8	72.0182	
23.55	314567.9	221187	34412.49	185602.6	72.01822	
23.56	314222.9	221255.5	34442.09	185849.5	72.01825	
23.57	313878.2	221323.5	34471.66	186096.6	72.01828	
23.58	313533.8	221391.2	34501.2	186343.7	72.01831	
23.59	313189.7	221458.6	34530.71	186591	72.01834	
23.6	312845.9	221525.5	34560.2	186838.4	72.01837	
23.61	312502.3	221592.2	34589.65	187085.9	72.0184	
23.62	312159	221658.4	34619.08	187333.5	72.01842	
23.63	311816	221724.4	34648.47	187581.2	72.01845	
23.64	311473.2	221789.9	34677.84	187829	72.01848	
23.65	311130.7	221855.1	34707.17	188077	72.01851	
23.66	310788.5	221919.9	34736.48	188325	72.01854	
23.67	310446.6	221984.4	34765.75	188573.2	72.01857	
23.68	310105	222048.6	34795	188821.5	72.0186	
23.69	309763.6	222112.3	34824.22	189069.8	72.01863	
23.7	309422.5	222175.7	34853.4	189318.3	72.01866	
23.71	309081.7	222238.8	34882.56	189566.9	72.01868	
23.72	308741.2	222301.5	34911.69	189815.6	72.01871	
23.73	308400.9	222363.8	34940.78	190064.5	72.01874	
23.74	308061	222425.8	34969.85	190313.4	72.01877	
23.75	307721.3	222487.4	34998.88	190562.4	72.0188	
23.76	307381.9	222548.7	35027.88	190811.6	72.01883	
23.77	307042.7	222609.6	35056.86	191060.8	72.01886	
23.78	306703.9	222670.1	35085.8	191310.2	72.01889	
23.79	306365.3	222730.3	35114.71	191559.6	72.01892	
23.8	306027	222790.1	35143.59	191809.2	72.01895	
23.81	305689	222849.6	35172.44	192058.9	72.01897	
23.82	305351.3	222908.7	35201.26	192308.7	72.019	
23.83	305013.9	222967.5	35230.04	192558.6	72.01903	
23.84	304676.7	223025.9	35258.8	192808.6	72.01906	
23.85	304339.9	223083.9	35287.52	193058.6	72.01909	
23.86	304003.3	223141.6	35316.21	193308.8	72.01912	
23.87	303667	223199	35344.87	193559.2	72.01915	
23.88	303331	223255.9	35373.5	193809.6	72.01918	
23.89	302995.3	223312.5	35402.09	194060.1	72.01921	
23.9	302659.8	223368.8	35430.66	194310.7	72.01924	
23.91	302324.7	223424.7	35459.19	194561.4	72.01927	
23.92	301989.8	223480.2	35487.69	194812.2	72.0193	
23.93	301655.3	223535.4	35516.16	195063.1	72.01933	
23.94	301321	223590.3	35544.59	195314.1	72.01936	
23.95	300987	223644.7	35572.99	195565.3	72.01939	
23.96	300653.3	223698.8	35601.36	195816.5	72.01942	
23.97	300319.9	223752.6	35629.7	196067.8	72.01944	
23.98	299986.8	223806	35658	196319.2	72.01947	
23.99	299653.9	223859	35686.27	196570.7	72.0195	
24	299321.4	223911.7	35714.51	196822.4	72.01953	
24.01	298989.1	223964	35742.72	197074.1	72.01956	
24.02	298657.2	224016	35770.89	197325.9	72.01959	
24.03	298325.5	224067.6	35799.03	197577.8	72.01962	
24.04	297994.1	224118.9	35827.13	197829.8	72.01965	
24.05	297663.1	224169.8	35855.21	198081.9	72.01968	
24.06	297332.3	224220.3	35883.24	198334.1	72.01971	
24.07	297001.8	224270.5	35911.25	198586.4	72.01974	
24.08	296671.6	224320.4	35939.22	198838.8	72.01977	
24.09	296341.7	224369.8	35967.16	199091.3	72.0198	
24.1	296012	224419	35995.06	199343.9	72.01983	
24.11	295682.7	224467.7	36022.93	199596.6	72.01986	
24.12	295353.7	224516.1	36050.76	199849.4	72.01989	
24.13	295025	224564.2	36078.57	200102.3	72.01992	
24.14	294696.5	224611.9	36106.33	200355.2	72.01995	
24.15	294368.4	224659.2	36134.06	200608.3	72.01998	
24.16	294040.6	224706.2	36161.76	200861.4	72.02001	
24.17	293713	224752.8	36189.43	201114.7	72.02004	
24.18	293385.8	224799.1	36217.05	201368	72.02007	
24.19	293058.8	224845	36244.65	201621.5	72.0201	
24.2	292732.2	224890.6	36272.21	201875	72.02013	
24.21	292405.8	224935.8	36299.73	202128.6	72.02016	
24.22	292079.8	224980.7	36327.22	202382.3	72.02019	
24.23	291754	225025.2	36354.68	202636.1	72.02022	
24.24	291428.6	225069.3	36382.1	202890	72.02025	
24.25	291103.4	225113.1	36409.48	203144	72.02028	
24.26	290778.6	225156.5	36436.83	203398.1	72.02031	
24.27	290454	225199.6	36464.14	203652.2	72.02034	
24.28	290129.8	225242.3	36491.42	203906.5	72.02037	
24.29	289805.8	225284.7	36518.66	204160.8	72.0204	
24.3	289482.1	225326.7	36545.87	204415.2	72.02043	
24.31	289158.8	225368.4	36573.04	204669.7	72.02046	
24.32	288835.7	225409.7	36600.17	204924.3	72.02049	
24.33	288513	225450.7	36627.27	205179	72.02052	
24.34	288190.6	225491.3	36654.34	205433.8	72.02055	
24.35	287868.4	225531.5	36681.36	205688.7	72.02059	
24.36	287546.6	225571.4	36708.35	205943.6	72.02062	
24.37	287225	225611	36735.31	206198.7	72.02065	
24.38	286903.8	225650.2	36762.23	206453.8	72.02068	
24.39	286582.9	225689	36789.11	206709	72.02071	
24.4	286262.3	225727.5	36815.95	206964.3	72.02074	
24.41	285941.9	225765.6	36842.76	207219.6	72.02077	
24.42	285621.9	225803.4	36869.53	207475.1	72.0208	
24.43	285302.2	225840.9	36896.27	207730.6	72.02083	
24.44	284982.8	225877.9	36922.97	207986.3	72.02086	
24.45	284663.7	225914.7	36949.63	208242	72.02089	
24.46	284344.9	225951	36976.25	208497.8	72.02092	
24.47	284026.4	225987.1	37002.84	208753.6	72.02095	
24.48	283708.2	226022.7	37029.39	209009.6	72.02098	
24.49	283390.4	226058.1	37055.9	209265.6	72.02101	
24.5	283072.8	226093	37082.38	209521.8	72.02104	
24.51	282755.5	226127.7	37108.82	209778	72.02108	
24.52	282438.6	226161.9	37135.22	210034.2	72.02111	
24.53	282121.9	226195.9	37161.58	210290.6	72.02114	
24.54	281805.6	226229.4	37187.9	210547	72.02117	
24.55	281489.6	226262.7	37214.19	210803.6	72.0212	
24.56	281173.8	226295.5	37240.44	211060.2	72.02123	
24.57	280858.4	226328.1	37266.65	211316.8	72.02126	
24.58	280543.3	226360.2	37292.83	211573.6	72.02129	
24.59	280228.5	226392.1	37318.96	211830.4	72.02132	
24.6	279914	226423.5	37345.06	212087.3	72.02135	
24.61	279599.9	226454.7	37371.12	212344.3	72.02138	
24.62	279286	226485.4	37397.14	212601.4	72.02142	
24.63	278972.4	226515.9	37423.12	212858.5	72.02145	
24.64	278659.2	226546	37449.07	213115.8	72.02148	
24.65	278346.3	226575.7	37474.97	213373.1	72.02151	
24.66	278033.6	226605.1	37500.84	213630.4	72.02154	
24.67	277721.3	226634.1	37526.67	213887.9	72.02157	
24.68	277409.3	226662.8	37552.46	214145.4	72.0216	
24.69	277097.6	226691.2	37578.21	214403	72.02163	
24.7	276786.2	226719.2	37603.92	214660.7	72.02166	
24.71	276475.2	226746.8	37629.59	214918.4	72.0217	
24.72	276164.4	226774.1	37655.23	215176.2	72.02173	
24.73	275854	226801.1	37680.82	215434.1	72.02176	
24.74	275543.8	226827.7	37706.38	215692.1	72.02179	
24.75	275234	226854	37731.89	215950.1	72.02182	
24.76	274924.5	226879.9	37757.37	216208.2	72.02185	
24.77	274615.3	226905.5	37782.81	216466.4	72.02188	
24.78	274306.4	226930.7	37808.2	216724.6	72.02191	
24.79	273997.9	226955.6	37833.56	216983	72.02195	
24.8	273689.6	226980.1	37858.88	217241.4	72.02198	
24.81	273381.7	227004.3	37884.16	217499.8	72.02201	
24.82	273074	227028.2	37909.4	217758.3	72.02204	
24.83	272766.7	227051.7	37934.6	218017	72.02207	
24.84	272459.7	227074.9	37959.76	218275.6	72.0221	
24.85	272153.1	227097.7	37984.87	218534.4	72.02213	
24.86	271846.7	227120.2	38009.95	218793.2	72.02217	
24.87	271540.6	227142.3	38034.99	219052	72.0222	
24.88	271234.9	227164.1	38059.99	219311	72.02223	
24.89	270929.5	227185.6	38084.95	219570	72.02226	
24.9	270624.4	227206.7	38109.87	219829.1	72.02229	
24.91	270319.6	227227.5	38134.74	220088.2	72.02232	
24.92	270015.1	227247.9	38159.58	220347.4	72.02236	
24.93	269710.9	227268	38184.37	220606.7	72.02239	
24.94	269407.1	227287.7	38209.13	220866	72.02242	
24.95	269103.6	227307.1	38233.84	221125.5	72.02245	
24.96	268800.3	227326.2	38258.52	221384.9	72.02248	
24.97	268497.4	227344.9	38283.15	221644.5	72.02251	
24.98	268194.9	227363.3	38307.74	221904.1	72.02255	
24.99	267892.6	227381.4	38332.29	222163.7	72.02258	
25	267590.7	227399.1	38356.8	222423.5	72.02261	
25.01	267289	227416.4	38381.27	222683.2	72.02264	
25.02	266987.7	227433.5	38405.7	222943.1	72.02267	
25.03	266686.7	227450.2	38430.08	223203	72.02271	
25.04	266386	227466.5	38454.43	223463	72.02274	
25.05	266085.7	227482.5	38478.73	223723	72.02277	
25.06	265785.6	227498.2	38502.99	223983.1	72.0228	
25.07	265485.9	227513.5	38527.21	224243.3	72.02283	
25.08	265186.5	227528.6	38551.39	224503.5	72.02287	
25.09	264887.4	227543.2	38575.53	224763.8	72.0229	
25.1	264588.7	227557.5	38599.62	225024.1	72.02293	
25.11	264290.2	227571.5	38623.68	225284.6	72.02296	
25.12	263992.1	227585.2	38647.69	225545	72.02299	
25.13	263694.3	227598.5	38671.66	225805.5	72.02303	
25.14	263396.8	227611.5	38695.58	226066.1	72.02306	
25.15	263099.6	227624.2	38719.47	226326.8	72.02309	
25.16	262802.7	227636.5	38743.31	226587.4	72.02312	
25.17	262506.2	227648.5	38767.11	226848.2	72.02315	
25.18	262210	227660.1	38790.87	227109	72.02319	
25.19	261914.1	227671.4	38814.59	227369.9	72.02322	
25.2	261618.5	227682.4	38838.26	227630.8	72.02325	
25.21	261323.2	227693.1	38861.89	227891.8	72.02328	
25.22	261028.3	227703.4	38885.48	228152.8	72.02331	
25.23	260733.7	227713.4	38909.03	228413.9	72.02335	
25.24	260439.4	227723	38932.53	228675	72.02338	
25.25	260145.4	227732.4	38955.99	228936.2	72.02341	
25.26	259851.7	227741.3	38979.41	229197.5	72.02344	
25.27	259558.4	227750	39002.78	229458.8	72.02348	
25.28	259265.4	227758.3	39026.11	229720.2	72.02351	
25.29	258972.7	227766.3	39049.4	229981.6	72.02354	
25.3	258680.3	227774	39072.65	230243	72.02357	
25.31	258388.2	227781.3	39095.85	230504.6	72.02361	
25.32	258096.5	227788.3	39119.01	230766.1	72.02364	
25.33	257805.1	227795	39142.13	231027.8	72.02367	
25.34	257514	227801.4	39165.2	231289.4	72.0237	
25.35	257223.2	227807.4	39188.23	231551.2	72.02374	
25.36	256932.7	227813.1	39211.22	231812.9	72.02377	
25.37	256642.6	227818.4	39234.16	232074.8	72.0238	
25.38	256352.8	227823.5	39257.06	232336.6	72.02383	
25.39	256063.3	227828.2	39279.91	232598.6	72.02387	
25.4	255774.1	227832.6	39302.73	232860.5	72.0239	
25.41	255485.3	227836.6	39325.49	233122.6	72.02393	
25.42	255196.8	227840.4	39348.22	233384.6	72.02396	
25.43	254908.5	227843.8	39370.9	233646.8	72.024	
25.44	254620.7	227846.8	39393.54	233908.9	72.02403	
25.45	254333.1	227849.6	39416.13	234171.2	72.02406	
25.46	254045.9	227852	39438.68	234433.4	72.02409	
25.47	253758.9	227854.1	39461.18	234695.7	72.02413	
25.48	253472.3	227855.9	39483.64	234958.1	72.02416	
25.49	253186	227857.4	39506.06	235220.5	72.02419	
25.5	252900.1	227858.5	39528.43	235482.9	72.02423	
25.51	252614.5	227859.3	39550.76	235745.4	72.02426	
25.52	252329.1	227859.8	39573.04	236008	72.02429	
25.53	252044.2	227860	39595.28	236270.6	72.02432	
25.54	251759.5	227859.8	39617.48	236533.2	72.02436	
25.55	251475.1	227859.3	39639.63	236795.9	72.02439	
25.56	251191.1	227858.5	39661.74	237058.6	72.02442	
25.57	250907.4	227857.4	39683.8	237321.3	72.02446	
25.58	250624	227856	39705.81	237584.1	72.02449	
25.59	250341	227854.2	39727.79	237847	72.02452	
25.6	250058.2	227852.2	39749.71	238109.9	72.02455	
25.61	249775.8	227849.8	39771.6	238372.8	72.02459	
25.62	249493.7	227847	39793.43	238635.8	72.02462	
25.63	249211.9	227844	39815.23	238898.8	72.02465	
25.64	248930.5	227840.6	39836.97	239161.9	72.02469	
25.65	248649.4	227837	39858.68	239425	72.02472	
25.66	248368.6	227833	39880.33	239688.1	72.02475	
25.67	248088.1	227828.7	39901.95	239951.3	72.02479	
25.68	247807.9	227824.1	39923.51	240214.5	72.02482	
25.69	247528.1	227819.1	39945.04	240477.7	72.02485	
25.7	247248.6	227813.9	39966.51	240741	72.02489	
25.71	246969.4	227808.3	39987.95	241004.4	72.02492	
25.72	246690.5	227802.4	40009.33	241267.7	72.02495	
25.73	246412	227796.2	40030.67	241531.1	72.02499	
25.74	246133.7	227789.7	40051.97	241794.6	72.02502	
25.75	245855.8	227782.9	40073.22	242058.1	72.02505	
25.76	245578.2	227775.7	40094.42	242321.6	72.02509	
25.77	245301	227768.3	40115.58	242585.1	72.02512	
25.78	245024	227760.5	40136.69	242848.7	72.02515	
25.79	244747.4	227752.4	40157.76	243112.4	72.02518	
25.8	244471.1	227744	40178.78	243376	72.02522	
